"18486","https://www.allrecipes.com/recipe/18486/cookie-salad-i/","Cookie Salad I","https://images.media-allrecipes.com/userphotos/560x315/3878450.jpg","43","6","10","4.66","102","152","500","21.7","16","5","291","368","72.5","2.1","6.9","61","1042","30","151","1","0","2","0","31","14","pudding mix","buttermilk","whipped topping","pineapple","mandarin","fudge"
"16344","https://www.allrecipes.com/recipe/16344/scalloped-oysters-ii/","Scalloped Oysters II","https://images.media-allrecipes.com/userphotos/250x250/543839.jpg","33","7","0","4.33","5","7","308","18.9","10","73","482","214","26.1","1","8.4","3","610","2","110","5","0","4","0","17","54","oyster","egg","milk","butter"
"12538","https://www.allrecipes.com/recipe/12538/cranberry-streusel-pie/","Cranberry Streusel Pie","https://images.media-allrecipes.com/userphotos/560x315/741510.jpg","36","8","80","4.52","83","119","339","12.3","2","0","122","117","56.2","4.1","3.4","35","35","8","26","1","0","2","0","19","38","cranberry","sugar","flour","brown sugar","walnut","flour","shortening","shortcrust pastry"
"12049","https://www.allrecipes.com/recipe/12049/noodles-romanoff-i/","Noodles Romanoff I","https://images.media-allrecipes.com/userphotos/560x315/7641336.jpg","41","6","0","3.14","5","8","275","12.2","7","57","399","185","29.4","1.2","11.8","1","358","1","100","2","0","5","0","29","95","noodle","cottage cheese","sour cream","onion","garlic","worcestershire","hot sauce","cheddar"
"11822","https://www.allrecipes.com/recipe/11822/johnny-marzetti-i/","Johnny Marzetti I","https://images.media-allrecipes.com/userphotos/560x315/4583572.jpg","51","6","0","3.62","13","14","694","26.1","11","139","528","1042","79.9","10.9","36.4","4","1312","32","253","8","1","19","1","100","220","ground beef","onion","bell pepper","mushroom","celery","tomato","kidney beans","noodle","cheddar"
"11631","https://www.allrecipes.com/recipe/11631/iowa-city-oatmeal-cookies/","Iowa City Oatmeal Cookies","https://images.media-allrecipes.com/userphotos/250x250/687514.jpg","49","18","0","4.34","28","30","208","9.7","4","24","133","105","28.8","2.2","3.4","15","213","0","20","2","0","2","0","33","22","butter","brown sugar","sugar","egg","vanilla","flour","flour","baking soda","rolled oats","chocolate","walnut","cereal"
"14589","https://www.allrecipes.com/recipe/14589/puerto-rican-meat-patties/","Puerto Rican Meat Patties","https://images.media-allrecipes.com/userphotos/560x315/2681619.jpg","-1","8","45","4.43","60","75","522","34.7","6","40","505","353","36.7","2.2","15.9","2","743","18","48","3","0","9","0","29","64","olive oil","ground beef","cilantro","onion","garlic","bell pepper","tomato sauce","egg","vegetable oil"
"13856","https://www.allrecipes.com/recipe/13856/turkey-pot-pie-ii/","Turkey Pot Pie II","https://images.media-allrecipes.com/userphotos/250x250/336302.jpg","40","7","0","4.63","208","299","422","24.1","6","38","609","295","33.9","3.8","17.6","1","2477","5","54","3","0","8","0","32","58","shortcrust pastry","turkey","frozen vegetables","onion","cream","milk"
"11361","https://www.allrecipes.com/recipe/11361/ricotta-cheese-cookies/","Ricotta Cheese Cookies","https://images.media-allrecipes.com/userphotos/560x315/701628.jpg","29","36","0","4.5","151","326","180","6.5","4","28","202","38","27.6","0.4","3.2","16","219","0","84","1","0","1","0","6","29","sugar","butter","ricotta","vanilla","egg","flour","baking powder","confectioners sugar","milk"
"9761","https://www.allrecipes.com/recipe/9761/easy-carrot-cake-bars/","Easy Carrot Cake Bars","https://images.media-allrecipes.com/userphotos/560x315/6108087.jpg","40","24","0","4.08","19","29","130","4.8","1","4","144","105","20.8","1.1","2.1","11","822","3","14","1","0","1","0","14","27","sugar","clove","ground nutmeg","cinnamon","raisin","carrot","orange juice","butter","flour","baking soda","walnut"
